protocol_id,uuid,gender,party,other
prot-1920--ak--32.xml,i-T12G93gkLGoFQfuj1xvqC4,man,,statsrådet
prot-1920--ak--32.xml,i-3stLaNfyXDcqqyZXsUyAVd,man,,
prot-1920--ak--32.xml,i-ELEFdJEvDsVjCbTDC3vmoB,man,,
prot-1920--ak--32.xml,i-C9yP7j1xtc9T8hgrsDynZx,man,,talmannen
prot-1920--ak--32.xml,i-N25pZbu8PSt9fun6ciorEY,man,,talmannen
prot-1920--ak--32.xml,i-SVGSDPiprXkQAHdvA6wHy9,man,,
prot-1920--ak--32.xml,i-MfYguMc5YiLFKRr5m5Dmoc,man,,talmannen
prot-1920--ak--33.xml,i-8xtdNtkVkfXssdUgg2WfiP,man,,
prot-1920--ak--33.xml,i-5MRFYmz621yuewgeG3ciZ4,man,,
prot-1920--ak--33.xml,i-UNkv8GBV7zHqTADJqPy1Jj,man,,
prot-1920--ak--33.xml,i-Azfsb6KT6eQs8QWQU99DE7,man,,
prot-1920--ak--33.xml,i-7k2fvsxw9jjCYy8cn4vLZ1,man,,
prot-1920--ak--33.xml,i-WprKBzYZTScpySJ6BkaEHb,man,,
prot-1920--ak--33.xml,i-EiQKJX7wvz8qwAjhVcumy8,man,,
prot-1920--ak--33.xml,i-6yanZNzVNtS1qtGPcqYkWC,man,,
prot-1920--ak--34.xml,i-Rsco6FTfziAaW1mgeVC7iE,man,,
prot-1920--ak--34.xml,i-2TzTrfYo2jNaF7yMAedxob,man,,
prot-1920--ak--35.xml,i-EE4o5E7tJshXwK3mjh9LgV,man,,
prot-1920--ak--35.xml,i-RKBRRHetCYBJvwhDjH6RLx,man,,
prot-1920--ak--35.xml,i-CSfyhhZD8cbAfbXnZwekf5,man,,
prot-1920--ak--35.xml,i-DoQr7u7wCAiG9QdUcs4oz3,man,,
prot-1920--ak--35.xml,i-VCFRv52MssED88A9mi7ZJg,man,,
prot-1920--ak--35.xml,i-D1zGW8EDPnS9fQZf5qVECR,man,,
prot-1920--ak--37.xml,i-PExQPHkrh2VcdoAinAsiP3,man,,
prot-1920--ak--38.xml,i-DsoNvEf7oyGEfDUbkQmqAP,man,,
prot-1920--ak--38.xml,i-XdKKbNvPTQiGuwcmCji9J8,man,,
prot-1920--ak--38.xml,i-6qDknXg8cPjLmsPuEjvKCk,man,,
prot-1920--ak--38.xml,i-EVxqrZMxp4GwrXX6L8V1H3,man,,
prot-1920--ak--38.xml,i-NSiVCSP55HiVEyShGtznRD,man,,
prot-1920--ak--39.xml,i-65qEhchG7t8AMtiYzWY3iP,man,,
prot-1920--ak--39.xml,i-DMvwpU8vKwFvx1hjUT4v1L,man,,
prot-1920--ak--39.xml,i-PGLh6JzXgcLqGaQxrcMtSz,man,,
prot-1920--ak--39.xml,i-L2AG7S1cDUM144YV8hD9Co,man,,talmannen
prot-1920--ak--39.xml,i-YQxsmLoGoUxey5HZKuk6vS,man,,talmannen
prot-1920--ak--39.xml,i-Rqn83mZuZqA4aueKDZwNT4,man,,talmannen
prot-1920--ak--39.xml,i-8RViSonjaJze1w7d89Kopb,man,,talmannen
prot-1920--ak--39.xml,i-WZmkex2KAn3Ae3UnS4pPMT,man,,
prot-1920--ak--39.xml,i-32MX8RgKjbrnFNQReUos24,man,,
prot-1920--ak--39.xml,i-U8LP5DeNsEP4QRwtZQZuYh,man,,talmannen
prot-1920--ak--39.xml,i-XZHMZXJgAfVA8ayCUdrUVt,man,,talmannen
prot-1920--ak--4.xml,i-YRS6fc8invGcpnZWv6j2RF,man,,
prot-1920--ak--40.xml,i-T6SCNm36gXn9Ykhwd3Zvb1,man,,talman
prot-1920--ak--40.xml,i-KcP3Mo8o2YbJHmFfihCxp6,man,,
prot-1920--ak--40.xml,i-CQhNTK4hBTfgM16LEXCUxN,man,,
prot-1920--ak--40.xml,i-7nCbNjTsvKiASy92eZtRy6,man,,
prot-1920--ak--41.xml,i-Q5By2JNjsQx4y3b3gi4Ba9,man,,
prot-1920--ak--41.xml,i-UHkEAfqLbadHJKhJf14xTM,man,,
prot-1920--ak--41.xml,i-MGtBVNRr7iJ2LaMs3g6pnz,man,,
prot-1920--ak--41.xml,i-QFmnSpLfoyqeqSXVpd62Jc,man,,
prot-1920--ak--41.xml,i-LTjxWoGhac6Vdh8WSHYvVS,man,,
prot-1920--ak--41.xml,i-EbEsigbYUx7SraPHSMw6Dw,man,,
prot-1920--ak--41.xml,i-Bn3P7WZWRwEu9wVMbr7vWv,man,,
prot-1920--ak--41.xml,i-TYdPYFqdXasraYK8jo3DuF,man,,
prot-1920--ak--42.xml,i-XRpkCuhdket7NgoizE2rtc,man,,
prot-1920--ak--43.xml,i-3RcCKjsu4cjyM4V9hCopDw,man,,talmannen
prot-1920--ak--43.xml,i-DxJCJ9EFeqqxMN3JLzVPLm,man,,
prot-1920--ak--43.xml,i-JcZ8DuxpydtyCgkwS9Kej2,man,,talman
prot-1920--ak--43.xml,i-MW4eV9M2G6R6XsTxQ8k94z,man,,
prot-1920--ak--43.xml,i-UbUnASgtaQhsLJ5Aj5ww3E,man,,
prot-1920--ak--43.xml,i-TY9tfnesGBKEFRSgHMCBb9,man,,
prot-1920--ak--43.xml,i-FPDj2T3YUjgzoBiCFr7zdm,man,,
prot-1920--ak--43.xml,i-PzbfbjarKb8Laoe3FjKE3F,man,,
prot-1920--ak--43.xml,i-ArvdEm81Z6mEe8AbTDZJLV,man,,
prot-1920--ak--43.xml,i-ZjeKZGciV9YUjWAmTUFJZ,man,,talmannen
prot-1920--ak--44.xml,i-SkDqkDPft9AtMzhtuoK3Zq,man,,
prot-1920--ak--44.xml,i-C28zkyXWzadRcyWaE9uPj,man,,
prot-1920--ak--44.xml,i-ABFy1Q5qhjniZGRrwHLZB3,man,,
prot-1920--ak--44.xml,i-EUpd4ZdtbDNHRebN9hotuF,man,,
prot-1920--ak--44.xml,i-K8xtPCPPSq9b7RRo5k9wyx,man,,
prot-1920--ak--44.xml,i-MxDnUWrdJe3jyUdGRZdwVk,man,,
prot-1920--ak--44.xml,i-66H9J4C3LMjNEBthcLEHE3,man,,
prot-1920--ak--44.xml,i-PrNP2k1n9qeBFfeVDQbs2S,man,,
prot-1920--ak--44.xml,i-LfT9UTzL2oJVEdqCwrZbW7,man,,
prot-1920--ak--44.xml,i-TcHgwVqoybS1iM9qQyVsUS,man,,
prot-1920--ak--44.xml,i-MexKWrud47p3kEkdRznarg,man,,
prot-1920--ak--44.xml,i-BZWjQNoWQKscEYvAmzwupc,man,,
prot-1920--ak--45.xml,i-VL5fu3qRPHhK27y8bBuyHn,man,,
prot-1920--ak--45.xml,i-KZ3GPFJriSdpLadeYvcj6u,man,,
prot-1920--ak--46.xml,i-54PHcH87TdygKTKdzs5MRf,man,,
prot-1920--ak--46.xml,i-2f5BdpwnJMjZrKoyp2E1UH,man,,
prot-1920--ak--46.xml,i-BVDyeCLLcobzAMtnxZTeEo,man,,
prot-1920--ak--46.xml,i-48S129hcoZkq2aadH9KKgD,man,,talmannen
prot-1920--ak--47.xml,i-SAy2ud95pLeK3MJ7TUKD7r,man,,
prot-1920--ak--47.xml,i-EnxxYNG7gTSsZngJEY9Bw3,man,,
prot-1920--ak--47.xml,i-KKGE4StrdQ2kGUD4W8KR3b,man,,
prot-1920--ak--47.xml,i-8KJbArjsd9ukTmGzoWArE2,man,,
prot-1920--ak--47.xml,i-XkAzcYGvrp55FimSgfyoLT,man,,
prot-1920--ak--47.xml,i-JcuDu1VR5KcNJ6kKepKYyG,man,,
prot-1920--ak--47.xml,i-3sURLADsQm7W9rAxC76XLb,man,,
prot-1920--ak--47.xml,i-2hScW8QEZ6htDN58jyLZGD,man,,
prot-1920--ak--47.xml,i-CdZecqV4yiknN1PCHPi6s7,man,,
prot-1920--ak--47.xml,i-X46bFUeYpQpcW1ufFeyckE,man,,
prot-1920--ak--47.xml,i-KvX2STHfbQ68vnNvTGmhj8,man,,
prot-1920--ak--47.xml,i-12KVf9M9W5yfCVoTvmyddG,man,,
prot-1920--ak--48.xml,i-XxKyx8GjFimHJVA2kwWNsV,man,,
prot-1920--ak--48.xml,i-6HNCqq2VV9Ayzqa3jVsGgS,man,,
prot-1920--ak--48.xml,i-21QhqPx4B35Di91pnfDwmD,man,,
prot-1920--ak--48.xml,i-GDCotgoXkH4SqWSqC3s8aM,man,,talmannen
prot-1920--ak--49.xml,i-TNN1GkamkmFtMp1ZtqCqQQ,man,,
prot-1920--ak--49.xml,i-3cDar17vFNs65yaYzW4WEz,man,,
prot-1920--ak--49.xml,i-HzpPSVtVFJLjZDCYF1Yy8w,man,,
prot-1920--ak--49.xml,i-9vbkKm9kCYqArmKiqfMf3c,man,,
prot-1920--ak--49.xml,i-9CgG785NXVtYzt5K1C6zMG,man,,
prot-1920--ak--49.xml,i-B1HvUPt5yi4rdBnqvBGmq2,man,,
prot-1920--ak--49.xml,i-WkZAazEfnUKMvc8bq2FzTy,man,,
prot-1920--ak--49.xml,i-BbdsBmVoWPfna8GRjUAFhq,man,,
prot-1920--ak--49.xml,i-81Acwg6HdyVPYUtS4pZC2n,man,,talmannen
prot-1920--ak--49.xml,i-QhPD5dHXRVz9N36NoRnFds,man,,
prot-1920--ak--49.xml,i-KFXLLiEeYNGGqL7SdSosTa,man,,
prot-1920--ak--49.xml,i-JAHU6pkeFqefnM3ePENZv8,man,,
prot-1920--ak--49.xml,i-PQmb46qqZn8EJbe1RUzz4j,man,,
prot-1920--ak--49.xml,i-JacAjCYbgw8JqaBNosy3XX,man,,
prot-1920--ak--50.xml,i-HFLzmQfQvT77WWbTumLVwv,man,,
prot-1920--ak--50.xml,i-84q9MoredYp2HArfUjpx2h,man,,
prot-1920--ak--51.xml,i-GBpe1TDXfMGTZGCMCHEVMi,man,,
prot-1920--ak--51.xml,i-8JKYBGWZYrBNWBm4XY7W36,man,,
prot-1920--ak--51.xml,i-79N4gR9CxLFopHHiQm8TTF,man,,
prot-1920--ak--51.xml,i-AHqRvdhb1EaKMVrKDXSWft,man,,
prot-1920--ak--51.xml,i-51ftKCEuk9TUpKJsRjXxMV,man,,
prot-1920--ak--51.xml,i-4xYD3ASaZgA5vzRqgF9Z8V,man,,
prot-1920--ak--51.xml,i-8gZKEGBuobY8o4zg9EDFxp,man,,
prot-1920--ak--51.xml,i-K97ExQg3aaDGBxyAFBCWCQ,,,
prot-1920--ak--52.xml,i-PUKP2USu7A9Buto3pgdwgq,man,,
prot-1920--ak--52.xml,i-7aFr3kzMMsv8w3HBwqwiwr,man,,
prot-1920--ak--52.xml,i-9eBPP7RFS2fS4xmRErTAf6,man,,
prot-1920--ak--52.xml,i-GQnd1xaHNvez1XD78nJW9E,man,,
prot-1920--ak--52.xml,i-MKTjAXxkfiKYQTnQkhBhyc,man,,
prot-1920--ak--52.xml,i-FPrJjEuR4xdkjwtVveQ7gv,man,,
prot-1920--ak--52.xml,i-C9bdsZ3j713qjvRGvZzHfV,man,,
prot-1920--ak--52.xml,i-hmajxLAzSXCvsNjwZTaWA,man,,
prot-1920--ak--52.xml,i-Pd6kNCrxBRtH3DquH6Uxbx,man,,
prot-1920--ak--52.xml,i-6Yozs79Mff2SydFfqhBdnK,,,
prot-1920--ak--52.xml,i-68TjnvbyWGxghrvoszBfeV,man,,
prot-1920--ak--52.xml,i-VXNj6otGgSW59LaqRrX8FA,,,
prot-1920--ak--54.xml,i-Djqb3q4daHpgMJm3jZKRbG,man,,
prot-1920--ak--54.xml,i-D84cz8SrSd2WNemHr7ndoX,man,,
prot-1920--ak--56.xml,i-LzWUuxe275ryCA3JEWyjaS,man,,
prot-1920--ak--56.xml,i-UfaS7M2JuA8AnGPx8DtdN7,man,,
prot-1920--ak--56.xml,i-UrsxTXTDTxe4Qdnycy2xiS,man,,
prot-1920--ak--56.xml,i-6zY2euj6n4Krj6LXNhnvss,man,,
prot-1920--ak--56.xml,i-SVUame9WwR6ZuQ9B1DqV8b,man,,
prot-1920--ak--56.xml,i-8Xy5DYCNWpyzuSSCFF9s1s,man,,
prot-1920--ak--56.xml,i-8n7wPnHrNDcKPKXSiEPozU,man,,
prot-1920--ak--57.xml,i-Xj3bVgpbGUnALmbScVp3r,man,,
prot-1920--ak--57.xml,i-WJb1V4Jna1MxPiEmUk6P22,man,,
prot-1920--ak--57.xml,i-Py9s5RVEJk7VGzdyhmomaQ,man,,
prot-1920--ak--57.xml,i-WmX815EpiWRTj8QfmoAAfh,man,,
prot-1920--ak--57.xml,i-JrmpJadtyCTxY65KTmS59F,man,,talmannen
prot-1920--ak--57.xml,i-NdNQ2TANAj5vpMyKXmztmW,man,,
prot-1920--ak--58.xml,i-Qv5r1eNsYyvqsCqQ6Nb6vg,man,,
prot-1920--ak--58.xml,i-FjGizwVqVbh9aJRAtqzx46,man,,
prot-1920--ak--58.xml,i-JV6tHDUSPuZZQyzdM11FJd,man,,
prot-1920--ak--58.xml,i-SMVumX635avmxJxeybVkNV,man,,
prot-1920--ak--58.xml,i-2skXnvxFcu7TWiorU7PJSh,man,,
prot-1920--ak--58.xml,i-CiytuprTxX286RkDZTP2jw,man,,
prot-1920--ak--59.xml,i-ARKAEZGkBuozRUD6XksRcR,man,,
prot-1920--ak--59.xml,i-RMSZfyREXMUSdypZ7Bb3H7,man,,
prot-1920--ak--59.xml,i-B5r7QzvHqBhP5EDfdASPB5,man,,
prot-1920--ak--59.xml,i-5uBzysXsGGDqgr5ymig3cr,man,,
prot-1920--ak--59.xml,i-EmkmB91ZZuhCzjVchJ7dFs,man,,
prot-1920--ak--59.xml,i-SRmbqMioc6tJvYurZf4MBL,man,,talman
prot-1920--ak--59.xml,i-NRZHzdJDFTM7VRBViYwh9H,man,,
prot-1920--ak--6.xml,i-FBaY9Cx7Ppcm1VtCKXqNxn,man,,
prot-1920--ak--6.xml,i-MHrARXFiFwUhB7QJwH7f9a,man,,
prot-1920--ak--60.xml,i-FPoBCEMSuvSYCS8KpCZxMo,man,,
prot-1920--ak--60.xml,i-TBoQWamYhJENsKwqG9Av6W,man,,
prot-1920--ak--60.xml,i-M2ajpsJe28vm9GwF1EVcBs,man,,
prot-1920--ak--61.xml,i-BVcjjzfyCufeBXJDuDoxSX,man,,
prot-1920--ak--61.xml,i-B2RpMb2gu51pReqS3zUPAm,man,,
prot-1920--ak--61.xml,i-KEYjMQdYrrigFeK2wc51Nb,man,,
prot-1920--ak--61.xml,i-C24g6Z22X9WY5D1mkBqEhq,man,,
prot-1920--ak--61.xml,i-FrwfpsTcRksq5MYkggD3Pw,man,,
prot-1920--ak--61.xml,i-k2VHpwGgEx4G26QzE4RJr,man,,talmannen
prot-1920--ak--61.xml,i-NhiTouKhgGRYrGiaeoMtFB,man,,
prot-1920--ak--61.xml,i-HMSWBsnb7qjSKFpNkaZqxL,man,,
prot-1920--ak--61.xml,i-WNyrdaY4swEDhKtnME6JER,man,,
prot-1920--ak--61.xml,i-B6X4oKRRftAS61UCJcaNvf,man,,
prot-1920--ak--62.xml,i-CCdAN3yfDgzrCFRNBAYkbf,man,,
prot-1920--ak--62.xml,i-RPPAGQVAanznmkD8cJ6YXn,man,,
prot-1920--ak--62.xml,i-N9suPMHyUdE69zLeFMMZmz,man,,talmannen
prot-1920--ak--62.xml,i-YUBjybWMF6MhfgfmGoE1JK,man,,
prot-1920--ak--62.xml,i-PHWNVpC94RR6icmuFieiJY,man,,
prot-1920--ak--62.xml,i-4txnhbmTqrqPGw3jsRrGbN,man,,
prot-1920--ak--62.xml,i-P2kPy21sJbQGCXiM3QWJmR,man,,talmannen
prot-1920--ak--62.xml,i-7ZVo6v9PzPttR8QeBWbECH,man,,
prot-1920--ak--62.xml,i-6YoiZSpmN3YMKU8ppGhB6i,man,,
prot-1920--ak--63.xml,i-Uk5NrcrVS7ijTJBYBMvxgR,man,,
prot-1920--ak--63.xml,i-WbQrtQwiYc5Ls3AJMg9GBn,man,,
prot-1920--ak--63.xml,i-DWdMHT25Bp25ejdhuDXwyK,man,,
prot-1920--ak--63.xml,i-W5YTuW3SsSkBQc2GE5XUF8,man,,
prot-1920--ak--63.xml,i-9qUhqQBTS2ixcmW1ABVWK5,man,,
prot-1920--ak--63.xml,i-8yGQErQU3bQ6BAYgeZy1yL,man,,talmannen
prot-1920--ak--63.xml,i-B8oBXHcKepNysAHrA8ka79,man,,
prot-1920--ak--63.xml,i-RwA4a2c7ZxD7wzfKiF9BJz,man,,
prot-1920--ak--64.xml,i-WBM8MQL8ujwe3nXWDPMLR3,man,,
prot-1920--ak--64.xml,i-GRAWwWgUKLigowFHrGEqmo,man,,
prot-1920--ak--64.xml,i-7aPz3gKMmDW497wQPKUxpw,man,,
prot-1920--ak--64.xml,i-BJLtYy6x9aNqJEqCz6AE95,man,,
prot-1920--ak--64.xml,i-FRBweU3CVKgsgaUS6FH8cP,man,,
prot-1920--ak--64.xml,i-WYLJXA2EFYCHUVktD4QEmf,man,,
prot-1920--ak--66.xml,i-8mCVisUTBjnD8Y2koF36pC,man,,talmannen
prot-1920--ak--66.xml,i-XBaLcBJy1VmapcPzjWaatP,,,
prot-1920--ak--66.xml,i-4GQG792W8jkquwiF5NrVco,man,,
prot-1920--ak--66.xml,i-NpXXmBprAc6zA8qPZwZhGw,man,,
prot-1920--ak--66.xml,i-7fVesmZEE13vTxb61oJyct,man,,
prot-1920--ak--67.xml,i-GrBzwfHgGXLB32vT9ThSys,man,,
prot-1920--ak--67.xml,i-MBJZy3ocZdTxWaCLgC6ode,,,
prot-1920--ak--67.xml,i-XoaWmDumtsvkeE6dTFYYHV,man,,talman
prot-1920--ak--69.xml,i-UyZTSsxpf2o5rMHt4NVuWh,man,,
prot-1920--ak--69.xml,i-EF55qsKubegLNpUnAUrygK,man,,talmannen
prot-1920--ak--69.xml,i-6nZN2hoZXdCi6hG9LDUyTT,man,,talmannen
prot-1920--ak--69.xml,i-DqFFCWP2PaeTNVcmQVzx7J,man,,talmannen
prot-1920--ak--69.xml,i-V5hXSX3sY11LygrYNJq3go,man,,
prot-1920--ak--69.xml,i-LDSjfR896bA8dE3oBH3j2A,man,,talmannen
prot-1920--ak--7.xml,i-QZ1ys3AT9CNNfqKhozaqtm,man,,
prot-1920--ak--70.xml,i-9XUUUuGAX3roAWYiwHDEUU,man,,
